1236B	L-phenylalanine_degradation	amino_acid_degradation
1236B	L-proline_biosynthesis	amino_acid_biosynthesis
1236B	L-serine_biosynthesis	amino_acid_biosynthesis
1236B	L-threonine_biosynthesis	amino_acid_biosynthesis
1236B	L-tryptophan_biosynthesis	amino_acid_biosynthesis
1236B	L-tyrosine_biosynthesis	amino_acid_biosynthesis
1236B	L-tyrosine_degradation	amino_acid_degradation
1236B	L-valine_biosynthesis	amino_acid_biosynthesis
1236B	myo-inositol_biosynthesis	sugar_alcohol_biosynthesis
1236B	NADH_to_dimethyl_sulfoxide_electron_transfer	respiration
1236B	NADH_to_fumarate_electron_transfer	respiration
1236B	nitrate_reduction	nitrogen_compound_metabolism
1236B	pentose_phosphate_pathway_non-oxidative_branch	carbohydrate_degradation
1236B	PHA_synthesis	carbohydrate_biosynthesis
1236B	propanoyl_CoA_degradation	carboxylate_degradation
1236B	protocatechuate_degradation	aromatic_compound_degradation
1236B	PRPP_biosynthesis	sugar_biosynthesis
1236B	putrescine_biosynthesis	amine_and_polyamine_biosynthesis
1236B	pyruvate_decarboxylation_to_acetyl_CoA	carboxylate_degradation
1236B	pyruvate_fermentation_to_propanoate	fermentation
1236B	salicylate_biosynthesis	aromatic_compound_degradation
1236B	spermidine_biosynthesis	amine_and_polyamine_biosynthesis
1236B	sucrose_degradation	carbohydrate_degradation
1236B	sulfate_activation_for_sulfonation	sulfur_compound_metabolism
1236B	sulfide_oxidation	sulfur_compound_metabolism
1236B	sulfite_oxidation	sulfur_compound_metabolism
1236B	sulfur_reduction	sulfur_compound_metabolism
1236B	TCA_cycle	tca_cycle
1236B	thiosulfate_disproportionation	sulfur_compound_metabolism
1236B	urea_cycle	nitrogen_compound_metabolism
1236C	2-3-dihydroxybenzoate_biosynthesis	aromatic_compound_biosynthesis
1236C	2-carboxy-1-4-naphthoquinol_biosynthesis	carbohydrate_synthesis
1236C	2-oxoglutarate_decarboxylation_to_succinyl-CoA	respiration
1236C	3-4-hydroxyphenylpyruvate_biosynthesis	aromatic_compound_biosynthesis
1236C	3-dehydroquinate_biosynthesis	aromatic_compound_biosynthesis
1236C	3-HBP	3-HBP
1236C	4-aminobenzoate_biosynthesis	amine_and_polyamine_biosynthesis
1236C	8-amino-7-oxononanoate_biosynthesis	other_biosynthesis
1236C	acetate_conversion_to_acetyl-CoA	carboxylate_degradation
1236C	acrylonitrile_degradation	other_degradation
1236C	aerobic_respiration	respiration
1236C	alanine_racemization	amino_acid_biosynthesis
1236C	aromatic_biogenic_amine_degradation_bacteria	amine_and_polyamine_degradation
1236C	benzoate_degradation	aromatic_compound_degradation
1236C	benzoyl-CoA_degradation	aromatic_compound_degradation
1236C	beta-alanine_biosynthesis	amino_acid_biosynthesis
1236C	choline_degradation	amine_and_polyamine_degradation
1236C	chorismate_biosynthesis_from_3-dehydroquinate	aromatic_compound_biosynthesis
1236C	CMP-3-deoxy-D-manno-octulosonate_biosynthesis	carbohydrate_biosynthesis
1236C	CODH_anaerobic	carbon_monoxide_oxidation
1236C	dissimilatory_sulfate_reduction	sulfur_compound_metabolism
1236C	ethanol_degradation	alcohol_degradation
1236C	formaldehyde_oxidation	c1_compound_metabolism
1236C	formate_oxidation_to_CO2	c1_compound_metabolism
1236C	gluconeogenesis	carbohydrate_biosynthesis
1236C	glycine_betaine_biosynthesis	amine_and_polyamine_biosynthesis
1236C	glycine_biosynthesis	amino_acid_biosynthesis
1236C	glycine_cleavage	amino_acid_degradation
1236C	glycogen_biosynthesis	carbohydrate_biosynthesis
1236C	glycogen_degradation	carbohydrate_degradation
1236C	glycolate_and_glyoxylate_degradation	carboxylate_degradation
1236C	glycolysis	glycolysis
1236C	heptadecane_biosynthesis	carbohydrate_biosynthesis
1236C	histamine_biosynthesis	amine_and_polyamine_biosynthesis
1236C	indole-3-acetate_biosynthesis_IV_bacteria	aromatic_compound_biosynthesis
1236C	L-alanine_biosynthesis	amino_acid_biosynthesis
1236C	L-arginine_biosynthesis	amino_acid_biosynthesis
1236C	L-asparagine_biosynthesis	amino_acid_biosynthesis
1236C	L-aspartate_biosynthesis	amino_acid_biosynthesis
1236C	L-aspartate_degradation	amino_acid_degradation
1236C	L-carnitine_degradation	amino_acid_degradation
1236C	L-citrulline_degradation	amino_acid_degradation
1236C	L-cysteine_biosynthesis	amino_acid_biosynthesis
1236C	L-glutamate_biosynthesis	amino_acid_biosynthesis
1236C	L-glutamate_degradation	amino_acid_degradation
1236C	L-glutamine_biosynthesis	amino_acid_biosynthesis
1236C	L-glutamine_degradation	amino_acid_biosynthesis
1236C	L-glutamine_degradation	amino_acid_degradation
1236C	L-histidine_biosynthesis	amino_acid_biosynthesis
1236C	L-homocysteine_biosynthesis	amino_acid_biosynthesis
1236C	L-homoserine_biosynthesis	amino_acid_biosynthesis
1236C	L-isoleucine_biosynthesis	amino_acid_biosynthesis
1236C	L-isoleucine_biosynthesis	amino_acid_degradation
1236C	L-isoleucine_degradation	amino_acid_degradation
1236C	L-leucine_biosynthesis	amino_acid_biosynthesis
1236C	L-lysine_biosynthesis	amino_acid_biosynthesis
1236C	L-methionine_degradation	amino_acid_degradation
1236C	L-ornithine_biosynthesis	amino_acid_biosynthesis
1236C	L-phenylalanine_biosynthesis	amino_acid_biosynthesis
1236C	L-phenylalanine_degradation	amino_acid_degradation
1236C	L-proline_biosynthesis	amino_acid_biosynthesis
1236C	L-serine_biosynthesis	amino_acid_biosynthesis
1236C	L-threonine_biosynthesis	amino_acid_biosynthesis
1236C	L-tryptophan_biosynthesis	amino_acid_biosynthesis
1236C	L-tyrosine_biosynthesis	amino_acid_biosynthesis
1236C	L-tyrosine_degradation	amino_acid_degradation
1236C	L-valine_biosynthesis	amino_acid_biosynthesis
1236C	myo-inositol_biosynthesis	sugar_alcohol_biosynthesis
1236C	NADH_to_dimethyl_sulfoxide_electron_transfer	respiration
1236C	NADH_to_fumarate_electron_transfer	respiration
1236C	nitrate_reduction	nitrogen_compound_metabolism
1236C	pentose_phosphate_pathway_non-oxidative_branch	carbohydrate_degradation
1236C	PHA_synthesis	carbohydrate_biosynthesis
1236C	propanoyl_CoA_degradation	carboxylate_degradation
1236C	protocatechuate_degradation	aromatic_compound_degradation
1236C	PRPP_biosynthesis	sugar_biosynthesis
1236C	putrescine_biosynthesis	amine_and_polyamine_biosynthesis
1236C	pyruvate_decarboxylation_to_acetyl_CoA	carboxylate_degradation
1236C	pyruvate_fermentation_to_propanoate	fermentation
1236C	spermidine_biosynthesis	amine_and_polyamine_biosynthesis
1236C	sulfate_activation_for_sulfonation	sulfur_compound_metabolism
1236C	sulfide_oxidation	sulfur_compound_metabolism
1236C	sulfite_oxidation	sulfur_compound_metabolism
1236C	sulfur_reduction	sulfur_compound_metabolism
1236C	TCA_cycle	tca_cycle
1236C	thiosulfate_disproportionation	sulfur_compound_metabolism
1236C	urea_cycle	nitrogen_compound_metabolism
1418A	2-3-dihydroxybenzoate_biosynthesis	aromatic_compound_biosynthesis
1418A	2-hydroxypenta-2-4-dienoate_degradation	carboxylate_degradation
1418A	2-oxoglutarate_decarboxylation_to_succinyl-CoA	respiration
1418A	3-4-hydroxyphenylpyruvate_biosynthesis	aromatic_compound_biosynthesis
1418A	3-dehydroquinate_biosynthesis	aromatic_compound_biosynthesis
1418A	3-HBP	3-HBP
1418A	4-aminobenzoate_biosynthesis	amine_and_polyamine_biosynthesis
1418A	8-amino-7-oxononanoate_biosynthesis	other_biosynthesis
1418A	acetate_conversion_to_acetyl-CoA	carboxylate_degradation
1418A	acrylonitrile_degradation	other_degradation
1418A	aerobic_respiration	respiration
1418A	alanine_racemization	amino_acid_biosynthesis
1418A	benzoate_degradation	aromatic_compound_degradation
1418A	benzoyl-CoA_degradation	aromatic_compound_degradation
1418A	beta-alanine_biosynthesis	amino_acid_biosynthesis
1418A	chitin_degradation	carbohydrate_degradation
1418A	chorismate_biosynthesis_from_3-dehydroquinate	aromatic_compound_biosynthesis
1418A	CMP-3-deoxy-D-manno-octulosonate_biosynthesis	carbohydrate_biosynthesis
1418A	CODH_anaerobic	carbon_monoxide_oxidation
1418A	dissimilatory_sulfate_reduction	sulfur_compound_metabolism
1418A	ectoine_biosynthesis	amine_and_polyamine_biosynthesis
1418A	ethanol_degradation	alcohol_degradation
1418A	formaldehyde_oxidation	c1_compound_metabolism
1418A	formate_oxidation_to_CO2	c1_compound_metabolism
1418A	gluconeogenesis	carbohydrate_biosynthesis
1418A	glycine_biosynthesis	amino_acid_biosynthesis
1418A	glycine_cleavage	amino_acid_degradation
1418A	glycogen_biosynthesis	carbohydrate_biosynthesis
1418A	glycogen_degradation	carbohydrate_degradation
1418A	glycolate_and_glyoxylate_degradation	carboxylate_degradation
1418A	glycolysis	glycolysis
1418A	heptadecane_biosynthesis	carbohydrate_biosynthesis
1418A	histamine_biosynthesis	amine_and_polyamine_biosynthesis
1418A	indole-3-acetate_biosynthesis_IV_bacteria	aromatic_compound_biosynthesis
1418A	L-alanine_biosynthesis	amino_acid_biosynthesis
1418A	L-arginine_biosynthesis	amino_acid_biosynthesis
1418A	L-asparagine_biosynthesis	amino_acid_biosynthesis
1418A	L-asparagine_degradation	amino_acid_degradation
1418A	L-aspartate_biosynthesis	amino_acid_biosynthesis
1418A	L-aspartate_degradation	amino_acid_degradation
1418A	L-carnitine_degradation	amino_acid_degradation
1418A	L-citrulline_degradation	amino_acid_degradation
1418A	L-cysteine_biosynthesis	amino_acid_biosynthesis
1418A	L-glutamate_biosynthesis	amino_acid_biosynthesis
1418A	L-glutamine_biosynthesis	amino_acid_biosynthesis
1418A	L-glutamine_degradation	amino_acid_biosynthesis
1418A	L-glutamine_degradation	amino_acid_degradation
1418A	L-histidine_biosynthesis	amino_acid_biosynthesis
1418A	L-homocysteine_biosynthesis	amino_acid_biosynthesis
1418A	L-homoserine_biosynthesis	amino_acid_biosynthesis
1418A	L-isoleucine_biosynthesis	amino_acid_biosynthesis
1418A	L-isoleucine_biosynthesis	amino_acid_degradation
1418A	L-isoleucine_degradation	amino_acid_degradation
1418A	L-leucine_biosynthesis	amino_acid_biosynthesis
1418A	L-lysine_biosynthesis	amino_acid_biosynthesis
1418A	L-methionine_degradation	amino_acid_degradation
1418A	L-ornithine_biosynthesis	amino_acid_biosynthesis
1418A	L-phenylalanine_biosynthesis	amino_acid_biosynthesis
1418A	L-proline_biosynthesis	amino_acid_biosynthesis
1418A	L-serine_biosynthesis	amino_acid_biosynthesis
1418A	L-threonine_biosynthesis	amino_acid_biosynthesis
1418A	L-tryptophan_biosynthesis	amino_acid_biosynthesis
1418A	L-tyrosine_biosynthesis	amino_acid_biosynthesis
1418A	L-valine_biosynthesis	amino_acid_biosynthesis
1418A	myo-inositol_biosynthesis	sugar_alcohol_biosynthesis
1418A	NADH_to_dimethyl_sulfoxide_electron_transfer	respiration
1418A	NADH_to_fumarate_electron_transfer	respiration
1418A	nitrate_reduction	nitrogen_compound_metabolism
1418A	pentose_phosphate_pathway_non-oxidative_branch	carbohydrate_degradation
1418A	PHA_synthesis	carbohydrate_biosynthesis
1418A	propanoyl_CoA_degradation	carboxylate_degradation
1418A	protocatechuate_degradation	aromatic_compound_degradation
1418A	PRPP_biosynthesis	sugar_biosynthesis
1418A	putrescine_biosynthesis	amine_and_polyamine_biosynthesis
1418A	pyruvate_decarboxylation_to_acetyl_CoA	carboxylate_degradation
1418A	spermidine_biosynthesis	amine_and_polyamine_biosynthesis
1418A	sucrose_degradation	carbohydrate_degradation
1418A	sulfide_oxidation	sulfur_compound_metabolism
1418A	sulfite_oxidation	sulfur_compound_metabolism
1418A	sulfur_reduction	sulfur_compound_metabolism
1418A	TCA_cycle	tca_cycle
1418A	thiosulfate_disproportionation	sulfur_compound_metabolism
1418A	urea_cycle	nitrogen_compound_metabolism
1418B	2-3-dihydroxybenzoate_biosynthesis	aromatic_compound_biosynthesis
1418B	2-deoxy-alpha-D-ribose_1-phosphate_degradation	carbohydrate_degradation
1418B	2-hydroxypenta-2-4-dienoate_degradation	carboxylate_degradation
1418B	2-oxoglutarate_decarboxylation_to_succinyl-CoA	respiration
1418B	3-4-hydroxyphenylpyruvate_biosynthesis	aromatic_compound_biosynthesis
1418B	3-dehydroquinate_biosynthesis	aromatic_compound_biosynthesis
1418B	3-HBP	3-HBP
1418B	4-aminobenzoate_biosynthesis	amine_and_polyamine_biosynthesis
1418B	8-amino-7-oxononanoate_biosynthesis	other_biosynthesis
1418B	acetate_conversion_to_acetyl-CoA	carboxylate_degradation
1418B	acrylonitrile_degradation	other_degradation
1418B	aerobic_respiration	respiration
1418B	alanine_racemization	amino_acid_biosynthesis
1418B	benzoate_degradation	aromatic_compound_degradation
1418B	benzoyl-CoA_degradation	aromatic_compound_degradation
1418B	beta-alanine_biosynthesis	amino_acid_biosynthesis
1418B	chorismate_biosynthesis_from_3-dehydroquinate	aromatic_compound_biosynthesis
1418B	CMP-3-deoxy-D-manno-octulosonate_biosynthesis	carbohydrate_biosynthesis
1418B	CODH_aerobic	carbon_monoxide_oxidation
1418B	CODH_anaerobic	carbon_monoxide_oxidation
1418B	dissimilatory_sulfate_reduction	sulfur_compound_metabolism
1418B	ectoine_biosynthesis	amine_and_polyamine_biosynthesis
1418B	ethanol_degradation	alcohol_degradation
1418B	formaldehyde_oxidation	c1_compound_metabolism
1418B	formate_oxidation_to_CO2	c1_compound_metabolism
1418B	gluconeogenesis	carbohydrate_biosynthesis
1418B	glycine_biosynthesis	amino_acid_biosynthesis
1418B	glycine_cleavage	amino_acid_degradation
1418B	glycogen_biosynthesis	carbohydrate_biosynthesis
1418B	glycogen_degradation	carbohydrate_degradation
1418B	glycolate_and_glyoxylate_degradation	carboxylate_degradation
1418B	glycolysis	glycolysis
1418B	heptadecane_biosynthesis	carbohydrate_biosynthesis
1418B	indole-3-acetate_biosynthesis_IV_bacteria	aromatic_compound_biosynthesis
1418B	L-alanine_biosynthesis	amino_acid_biosynthesis
1418B	L-arginine_biosynthesis	amino_acid_biosynthesis
1418B	L-asparagine_biosynthesis	amino_acid_biosynthesis
1418B	L-asparagine_degradation	amino_acid_degradation
1418B	L-aspartate_biosynthesis	amino_acid_biosynthesis
1418B	L-aspartate_degradation	amino_acid_degradation
1418B	L-carnitine_degradation	amino_acid_degradation
1418B	L-citrulline_degradation	amino_acid_degradation
1418B	L-cysteine_biosynthesis	amino_acid_biosynthesis
1418B	L-glutamate_biosynthesis	amino_acid_biosynthesis
1418B	L-glutamine_biosynthesis	amino_acid_biosynthesis
1418B	L-glutamine_degradation	amino_acid_biosynthesis
1418B	L-glutamine_degradation	amino_acid_degradation
1418B	L-histidine_biosynthesis	amino_acid_biosynthesis
1418B	L-homocysteine_biosynthesis	amino_acid_biosynthesis
1418B	L-homoserine_biosynthesis	amino_acid_biosynthesis
1418B	L-isoleucine_biosynthesis	amino_acid_biosynthesis
1418B	L-isoleucine_biosynthesis	amino_acid_degradation
1418B	L-isoleucine_degradation	amino_acid_degradation
1418B	L-leucine_biosynthesis	amino_acid_biosynthesis
1418B	L-lysine_biosynthesis	amino_acid_biosynthesis
1418B	L-methionine_degradation	amino_acid_degradation
1418B	L-ornithine_biosynthesis	amino_acid_biosynthesis
1418B	L-phenylalanine_biosynthesis	amino_acid_biosynthesis
1418B	L-proline_biosynthesis	amino_acid_biosynthesis
1418B	L-serine_biosynthesis	amino_acid_biosynthesis
1418B	L-threonine_biosynthesis	amino_acid_biosynthesis
1418B	L-threonine_degradation	amino_acid_degradation
1418B	L-tryptophan_biosynthesis	amino_acid_biosynthesis
1418B	L-tyrosine_biosynthesis	amino_acid_biosynthesis
1418B	L-valine_biosynthesis	amino_acid_biosynthesis
1418B	myo-inositol_biosynthesis	sugar_alcohol_biosynthesis
1418B	NADH_to_dimethyl_sulfoxide_electron_transfer	respiration
1418B	NADH_to_fumarate_electron_transfer	respiration
1418B	nitrate_reduction	nitrogen_compound_metabolism
1418B	pentose_phosphate_pathway_non-oxidative_branch	carbohydrate_degradation
1418B	PHA_synthesis	carbohydrate_biosynthesis
1418B	propanoyl_CoA_degradation	carboxylate_degradation
1418B	protocatechuate_degradation	aromatic_compound_degradation
1418B	PRPP_biosynthesis	sugar_biosynthesis
1418B	putrescine_biosynthesis	amine_and_polyamine_biosynthesis
1418B	pyruvate_decarboxylation_to_acetyl_CoA	carboxylate_degradation
1418B	S-lactate_fermentation_to_propanoate-_acetate_and_hydrogen	fermentation
1418B	spermidine_biosynthesis	amine_and_polyamine_biosynthesis
1418B	sucrose_degradation	carbohydrate_degradation
1418B	sulfide_oxidation	sulfur_compound_metabolism
1418B	sulfite_oxidation	sulfur_compound_metabolism
1418B	sulfur_reduction	sulfur_compound_metabolism
1418B	TCA_cycle	tca_cycle
1418B	thiosulfate_disproportionation	sulfur_compound_metabolism
1418B	urea_cycle	nitrogen_compound_metabolism
1418C	2-3-dihydroxybenzoate_biosynthesis	aromatic_compound_biosynthesis
1418C	2-oxoglutarate_decarboxylation_to_succinyl-CoA	respiration
1418C	3-4-hydroxyphenylpyruvate_biosynthesis	aromatic_compound_biosynthesis
1418C	3-dehydroquinate_biosynthesis	aromatic_compound_biosynthesis
1418C	3-HBP	3-HBP
1418C	4-aminobenzoate_biosynthesis	amine_and_polyamine_biosynthesis
1418C	8-amino-7-oxononanoate_biosynthesis	other_biosynthesis
1418C	acetate_conversion_to_acetyl-CoA	carboxylate_degradation
1418C	acrylonitrile_degradation	other_degradation
1418C	aerobic_respiration	respiration
1418C	alanine_racemization	amino_acid_biosynthesis
1418C	benzoyl-CoA_degradation	aromatic_compound_degradation
1418C	beta-alanine_biosynthesis	amino_acid_biosynthesis
1418C	chorismate_biosynthesis_from_3-dehydroquinate	aromatic_compound_biosynthesis
1418C	CMP-3-deoxy-D-manno-octulosonate_biosynthesis	carbohydrate_biosynthesis
1418C	dissimilatory_sulfate_reduction	sulfur_compound_metabolism
1418C	ectoine_biosynthesis	amine_and_polyamine_biosynthesis
1418C	ethanol_degradation	alcohol_degradation
1418C	formaldehyde_oxidation	c1_compound_metabolism
1418C	formate_oxidation_to_CO2	c1_compound_metabolism
1418C	gluconeogenesis	carbohydrate_biosynthesis
1418C	glycine_biosynthesis	amino_acid_biosynthesis
1418C	glycine_cleavage	amino_acid_degradation
1418C	glycogen_biosynthesis	carbohydrate_biosynthesis
1418C	glycogen_degradation	carbohydrate_degradation
1418C	glycolate_and_glyoxylate_degradation	carboxylate_degradation
1418C	glycolysis	glycolysis
1418C	heptadecane_biosynthesis	carbohydrate_biosynthesis
1418C	indole-3-acetate_biosynthesis_IV_bacteria	aromatic_compound_biosynthesis
1418C	L-alanine_biosynthesis	amino_acid_biosynthesis
1418C	L-arginine_biosynthesis	amino_acid_biosynthesis
1418C	L-asparagine_biosynthesis	amino_acid_biosynthesis
1418C	L-aspartate_biosynthesis	amino_acid_biosynthesis
1418C	L-aspartate_degradation	amino_acid_degradation
1418C	L-carnitine_degradation	amino_acid_degradation
1418C	L-citrulline_degradation	amino_acid_degradation
1418C	L-cysteine_biosynthesis	amino_acid_biosynthesis
1418C	L-glutamate_biosynthesis	amino_acid_biosynthesis
